Date,Close/Last,Volume,Open,High,Low,Symbol
2024-06-25,209.07,56713870,209.15,211.38,208.61,AAPL
2024-06-24,208.14,80727010,207.72,212.7,206.59,AAPL
2024-06-21,207.49,246421400,210.39,211.89,207.11,AAPL
2024-06-20,209.68,86172450,213.93,214.24,208.85,AAPL
2024-06-18,214.29,79943250,217.59,218.63,213,AAPL
2024-06-17,216.67,93728300,213.37,218.95,212.72,AAPL
2024-06-14,212.49,70122750,213.85,215.17,211.3,AAPL
2024-06-13,214.24,97862730,214.74,216.75,211.6,AAPL
2024-06-12,213.07,198134300,207.37,220.2,206.9,AAPL
2024-06-11,207.15,172373300,193.65,207.16,193.63,AAPL
2024-06-10,193.12,97262080,196.9,197.3,192.15,AAPL
2024-06-07,196.89,53103910,194.65,196.94,194.14,AAPL
2024-06-06,194.48,41181750,195.685,196.5,194.17,AAPL
2024-06-05,195.87,54156790,195.4,196.9,194.87,AAPL
2024-06-04,194.35,47471450,194.635,195.32,193.0342,AAPL
2024-06-03,194.03,50080540,192.9,194.99,192.52,AAPL
2024-05-31,192.25,75158280,191.44,192.57,189.91,AAPL
2024-05-30,191.29,49947940,190.76,192.18,190.63,AAPL
2024-05-29,190.29,53068020,189.61,192.247,189.51,AAPL
2024-05-28,189.99,52280050,191.51,193,189.1,AAPL
2024-05-24,189.98,36326980,188.82,190.58,188.0404,AAPL
2024-05-23,186.88,51005920,190.98,191,186.625,AAPL
2024-05-22,190.9,34648550,192.265,192.8231,190.27,AAPL
2024-05-21,192.35,42309400,191.09,192.73,190.9201,AAPL
2024-05-20,191.04,44361280,189.325,191.9199,189.01,AAPL
2024-05-17,189.87,41282930,189.51,190.81,189.18,AAPL
2024-05-16,189.84,52845230,190.47,191.095,189.6601,AAPL
2024-05-15,189.72,70399990,187.91,190.65,187.37,AAPL
2024-05-14,187.43,52393620,187.51,188.3,186.29,AAPL
2024-05-13,186.28,72044810,185.435,187.1,184.62,AAPL
2024-05-10,183.05,50759500,184.9,185.09,182.13,AAPL
2024-05-09,184.57,48982970,182.56,184.66,182.11,AAPL
2024-05-08,182.74,45057090,182.85,183.07,181.45,AAPL
2024-05-07,182.4,77305770,183.45,184.9,181.32,AAPL
2024-05-06,181.71,78569670,182.354,184.2,180.42,AAPL
2024-05-03,183.38,163224100,186.645,187,182.66,AAPL
2024-05-02,173.03,94214920,172.51,173.415,170.89,AAPL
2024-05-01,169.3,50383150,169.58,172.705,169.11,AAPL
2024-04-30,170.33,65934780,173.33,174.99,170,AAPL
2024-04-29,173.5,68169420,173.37,176.03,173.1,AAPL
2024-04-26,169.3,44838350,169.88,171.34,169.18,AAPL
2024-04-25,169.89,50558330,169.525,170.61,168.1511,AAPL
2024-04-24,169.02,48251840,166.54,169.3,166.21,AAPL
2024-04-23,166.9,49537760,165.35,167.05,164.92,AAPL
2024-04-22,165.84,48116440,165.515,167.26,164.77,AAPL
2024-04-19,165,68149380,166.21,166.4,164.075,AAPL
2024-04-18,167.04,43122900,168.03,168.64,166.55,AAPL
2024-04-17,168,50901210,169.61,170.65,168,AAPL
2024-04-16,169.38,73711240,171.75,173.76,168.27,AAPL
2024-04-15,172.69,73531770,175.36,176.63,172.5,AAPL
2024-04-12,176.55,101670900,174.26,178.36,174.21,AAPL
2024-04-11,175.04,91070280,168.34,175.46,168.16,AAPL
2024-04-10,167.78,49709340,168.8,169.09,167.11,AAPL
2024-04-09,169.67,42451210,168.7,170.08,168.35,AAPL
2024-04-08,168.45,37425510,169.03,169.2,168.24,AAPL
2024-04-05,169.58,42104830,169.59,170.39,168.95,AAPL
2024-04-04,168.82,53704390,170.29,171.92,168.82,AAPL
2024-04-03,169.65,47691720,168.79,170.68,168.58,AAPL
2024-04-02,168.84,49329480,169.08,169.34,168.2302,AAPL
2024-04-01,170.03,46240500,171.19,171.25,169.475,AAPL
2024-03-28,171.48,65672690,171.75,172.23,170.51,AAPL
2024-03-27,173.31,60273270,170.41,173.6,170.11,AAPL
2024-03-26,169.71,57388450,170,171.42,169.58,AAPL
2024-03-25,170.85,54288330,170.565,171.94,169.45,AAPL
2024-03-22,172.28,71160140,171.76,173.05,170.06,AAPL
2024-03-21,171.37,106181300,177.05,177.49,170.84,AAPL
2024-03-20,178.67,53423100,175.72,178.67,175.09,AAPL
2024-03-19,176.08,55215240,174.34,176.605,173.03,AAPL
2024-03-18,173.72,75604180,175.57,177.71,173.52,AAPL
2024-03-15,172.62,121752700,171.17,172.62,170.285,AAPL
2024-03-14,173,72913510,172.91,174.3078,172.05,AAPL
2024-03-13,171.13,52488690,172.77,173.185,170.76,AAPL
2024-03-12,173.23,59825370,173.15,174.03,171.01,AAPL
2024-03-11,172.75,60139470,172.94,174.38,172.05,AAPL
2024-03-08,170.73,76267040,169,173.7,168.94,AAPL
2024-03-07,169,71765060,169.15,170.73,168.49,AAPL
2024-03-06,169.12,68587710,171.06,171.24,168.68,AAPL
2024-03-05,170.12,95132360,170.76,172.04,169.62,AAPL
2024-03-04,175.1,81510100,176.15,176.9,173.79,AAPL
2024-03-01,179.66,73563080,179.55,180.53,177.38,AAPL
2024-02-29,180.75,136682600,181.27,182.57,179.53,AAPL
2024-02-28,181.42,48953940,182.51,183.12,180.13,AAPL
2024-02-27,182.63,54318850,181.1,183.9225,179.56,AAPL
2024-02-26,181.16,40867420,182.24,182.76,180.65,AAPL
2024-02-23,182.52,45119680,185.01,185.04,182.23,AAPL
2024-02-22,184.37,52292210,183.48,184.955,182.46,AAPL
2024-02-21,182.32,41529670,181.94,182.8888,180.66,AAPL
2024-02-20,181.56,53665550,181.79,182.43,180,AAPL
2024-02-16,182.31,49752470,183.42,184.85,181.665,AAPL
2024-02-15,183.86,65434500,183.55,184.49,181.35,AAPL
2024-02-14,184.15,54630520,185.32,185.53,182.44,AAPL
2024-02-13,185.04,56529530,185.77,186.21,183.5128,AAPL
2024-02-12,187.15,41781930,188.415,188.67,186.79,AAPL
2024-02-09,188.85,45155220,188.65,189.99,188,AAPL
2024-02-08,188.32,40962050,189.385,189.535,187.35,AAPL
2024-02-07,189.41,53438960,190.64,191.05,188.61,AAPL
2024-02-06,189.3,43490760,186.86,189.31,186.7695,AAPL
2024-02-05,187.68,69668820,188.15,189.25,185.84,AAPL
2024-02-02,185.85,102551700,179.86,187.33,179.25,AAPL
2024-02-01,186.86,64885410,183.985,186.95,183.82,AAPL
2024-01-31,184.4,55467800,187.04,187.095,184.35,AAPL
2024-01-30,188.04,55859370,190.94,191.8,187.47,AAPL
2024-01-29,191.73,47145620,192.01,192.2,189.58,AAPL
2024-01-26,192.42,44594010,194.27,194.76,191.94,AAPL
2024-01-25,194.17,54822130,195.22,196.2675,193.1125,AAPL
2024-01-24,194.5,53631320,195.42,196.38,194.34,AAPL
2024-01-23,195.18,42355590,195.02,195.75,193.8299,AAPL
2024-01-22,193.89,60133850,192.3,195.33,192.26,AAPL
2024-01-19,191.56,68902990,189.33,191.95,188.82,AAPL
2024-01-18,188.63,78005750,186.09,189.14,185.83,AAPL
2024-01-17,182.68,47317430,181.27,182.93,180.3,AAPL
2024-01-16,183.63,65603040,182.16,184.26,180.934,AAPL
2024-01-12,185.92,40477780,186.06,186.74,185.19,AAPL
2024-01-11,185.59,49128410,186.54,187.05,183.62,AAPL
2024-01-10,186.19,46792910,184.35,186.4,183.92,AAPL
2024-01-09,185.14,42841810,183.92,185.15,182.73,AAPL
2024-01-08,185.56,59144470,182.085,185.6,181.5,AAPL
2024-01-05,181.18,62379660,181.99,182.76,180.17,AAPL
2024-01-04,181.91,71983570,182.15,183.0872,180.88,AAPL
2024-01-03,184.25,58414460,184.22,185.88,183.43,AAPL
2024-01-02,185.64,82488670,187.15,188.44,183.885,AAPL
2023-12-29,192.53,42672150,193.9,194.4,191.725,AAPL
2023-12-28,193.58,34049900,194.14,194.66,193.17,AAPL
2023-12-27,193.15,48087680,192.49,193.5,191.09,AAPL
2023-12-26,193.05,28919310,193.61,193.89,192.83,AAPL
2023-12-22,193.6,37149570,195.18,195.41,192.97,AAPL
2023-12-21,194.68,46482550,196.1,197.08,193.5,AAPL
2023-12-20,194.83,52242820,196.9,197.68,194.83,AAPL
2023-12-19,196.94,40714050,196.16,196.95,195.89,AAPL
2023-12-18,195.89,55751860,196.09,196.63,194.39,AAPL
2023-12-15,197.57,128538400,197.53,198.3999,197,AAPL
2023-12-14,198.11,66831570,198.02,199.62,196.16,AAPL
2023-12-13,197.96,70404180,195.09,198,194.85,AAPL
2023-12-12,194.71,52696900,193.08,194.72,191.721,AAPL
2023-12-11,193.18,60943700,193.11,193.49,191.42,AAPL
2023-12-08,195.71,53406360,194.2,195.99,193.67,AAPL
2023-12-07,194.27,47477660,193.63,195,193.59,AAPL
2023-12-06,192.32,41089740,194.45,194.76,192.11,AAPL
2023-12-05,193.42,66628400,190.21,194.4,190.18,AAPL
2023-12-04,189.43,43389520,189.98,190.05,187.4511,AAPL
2023-12-01,191.24,45704820,190.33,191.56,189.23,AAPL
2023-11-30,189.95,48794370,189.84,190.32,188.19,AAPL
2023-11-29,189.37,43014220,190.9,192.09,188.97,AAPL
2023-11-28,190.4,38415420,189.78,191.08,189.4,AAPL
2023-11-27,189.79,40552610,189.92,190.67,188.9,AAPL
2023-11-24,189.97,24048340,190.87,190.9,189.25,AAPL
2023-11-22,191.31,39630010,191.49,192.93,190.825,AAPL
2023-11-21,190.64,38134490,191.41,191.52,189.74,AAPL
2023-11-20,191.45,46538610,189.89,191.905,189.88,AAPL
2023-11-17,189.69,50941400,190.25,190.38,188.57,AAPL
2023-11-16,189.71,54412920,189.57,190.96,188.65,AAPL
2023-11-15,188.01,53790500,187.845,189.5,187.78,AAPL
2023-11-14,187.44,60108380,187.7,188.11,186.3,AAPL
2023-11-13,184.8,43627520,185.82,186.03,184.21,AAPL
2023-11-10,186.4,66177920,183.97,186.565,183.53,AAPL
2023-11-09,182.41,53763540,182.96,184.12,181.81,AAPL
2023-11-08,182.89,49340280,182.35,183.45,181.59,AAPL
2023-11-07,181.82,70529970,179.18,182.44,178.97,AAPL
2023-11-06,179.23,63841310,176.38,179.43,176.21,AAPL
2023-11-03,176.65,79829250,174.24,176.82,173.35,AAPL
2023-11-02,177.57,77334750,175.52,177.78,175.46,AAPL
2023-11-01,173.97,56934910,171,174.23,170.12,AAPL
2023-10-31,170.77,44846020,169.35,170.9,167.9,AAPL
2023-10-30,170.29,51130960,169.02,171.17,168.87,AAPL
2023-10-27,168.22,58499130,166.91,168.96,166.83,AAPL
2023-10-26,166.89,70625260,170.37,171.3775,165.67,AAPL
2023-10-25,171.1,57156960,171.88,173.06,170.65,AAPL
2023-10-24,173.44,43816640,173.05,173.67,171.45,AAPL
2023-10-23,173,55980110,170.91,174.01,169.93,AAPL
2023-10-20,172.88,64244030,175.31,175.42,172.64,AAPL
